Nama,Alamat,Latitude,Longitude
Buana Motor,Jl. Holis 218,-6.893464,107.539379
Djaya Motor,Jl. Jendral Sudirman 8,-6.450368,107.941779
Bintang Motor,Jl. Raya Barat Gg.IV Selatan,-6.466317,108.290841
Idola Motor,Jl. Margacinta 33,-6.893496,107.539377
Laksana Motor,JL. RAYA BANJARAN NO.218,-7.094521,107.475018
Dunia Jaya Motor,JL. RAYA BANJARAN NO. 33 BOJONG PULUS,-7.04726,107.5927
Putra Kita,Jl. Pulasaren 67,-6.724525,108.564127
Aqumas Motor 2,JL. RAYA LASWI RT. 001/RW. 007,-7.03629,107.71708
Nusantara Motor,Jl. Ahmad Yani 332,-6.912956,107.635234
Mr Be Motor,Kp. Sukamandi RT 06/05,-6.818381,107.624916
Oke Group,"JL. RAYA RANCAEKEK KM 21, BLOK SARADAN",-6.888725,107.595179
Raya Motor,KP. BULU RT 004/004,-6.420157,106.732536
Fajar Racing Motor,Kp. Karapiak,-6.894545,107.595777
Laris Jaya Motoer,"JL. DAENG M ARDIWINATA NO. 163, RT. 002/019",-6.893073,107.539031
Jaya Sukses Motor,JL. CIHANJUANG NO. 90/58 RT 004/002,-6.87362,107.55211
Damai Motor,Jl. Dewi Sartika 22,-6.593644,106.792065
Jaya Super Motor,Jl. Jend H. Amirmachmud 47,-6.893148,107.539052
Cahaya Persada Motor,Kp. Cibadak,-6.935761,106.935723
Sinar Tangki,JL. RAYA BATUJAJAR NO. 38 RT 01/01,-6.86527,107.50285
Lotus Motor,JL. RAYA PADALARANG NO. 153,-6.83924,107.47693
Abadi Jaya Motor,Jl. Raya Batujajar 42,-6.93584,106.935702
Tasik 3 Motor,Jl. Raya Padalarang 36,-6.935753,106.935725
Jaya Mandiri,JL. CIPATIK NO. 18 RT. 002/RW. 001,-6.9388,107.51055
Lingga Motor,Jl. A.H Nasution 100,-6.934682,107.717796
Dealer Honda Daya Motor Cibiru (official),JL RAYA CIBIRU NO 211,-6.93443,107.72155
Vannesa Motor,JL. RAYA SOREANG NO. 456A CINGCIN,-7.02039,107.53964
Bj Motor,JL. RAYA SOREANG BANJARAN KP. CIPETIR RT 003/013,-7.03136,107.53388
Agung Motor,Jl. Otto Iskandardinata 506,-6.93162,107.603346
Marga Rahayu Motor,"J;. KAPTEN HALIM SIMPANG, RT 024/003",-6.563841,107.451137
Pajagalan Motor,Jl. Pajagalan 23,-6.857481,107.519054
Sampurna Motor,JL. JENDRAL SUDIRMAN 75 RT 046/008,-6.32392,107.27396
Rino Motor,Jl. Pahlawan 63,-6.538876,107.441486
Kinclong Motor,Jl. Taman Pahlawan 145 RT 18/08,-6.638202,107.391554
Sm Motor,"Kp. Selaeurih, RT 011/003",-6.555737,107.429278
Sabar Motor,Jl Raya Plered,-6.645033,107.37435
Dunia Motor,Jl. Cibogo,-6.636532,107.394155
Purba Motor,KP. CIMUNTUK RT 001 RW 001,-6.624841,107.404418
Bungsu Jaya Motor,KP MARGAPUSAKA MARGASARI PASAWAHAN KAB PURWAKARTA,-6.564139,107.467685
Refta Motor,Gg. Kenanga RT 016/004,-6.915693,107.581764
Fans Motor,JL. AYELIR NO.28 SUKARAHAYU RT 069/019,-6.557629,107.76722
Kaffa Motor,JL. PERUMNAS RAYA,-6.55451,107.76723
Zia Motor,Jl. Arief Rahman Hakim 3,-6.915259,107.582497
Cemerlang Motor,Jl. D.I. Panjaitan 63,-6.568836,107.767235
Sampurna,Jl. Kapten Hanafiah Blok Dangdeur,-6.915938,107.581398
Aneka Sakti Motor,Jl. Ahmad Yani 4,-6.324031,107.274139
Akay Motor,Jl. E. Tirtapraja 21,-6.323844,107.274136
Laksana Motor,Jl. Ion Martasasmita 2,-6.296805,107.820581
D5 Motor,Jl. H. Ikhsan 46,-6.91573,107.581652
18 Motor,Dsn. Mekarjaya RT 005/002,-6.454579,107.813423
Muluk Motor,Jl. Gempol Pusakanagara,-6.29044,107.787865
Laksana Motor,Jl. Raya Pasar Ciasem,-6.318547,107.691484
Sumber Rejeki Motor,Jl. Yos Sudarso 10,-6.256237,107.144168
Villar's Motor,Jl. Dawuan 10,-6.545197,107.693595
Mulia Jaya Motor,Jl. Raya Sukasari Kp. Cikondang,-6.543094,107.725075
My Shop,Jl. R.E. Martadinata 37,-6.553945,107.44367
Barokah Motor,Jl. Raya Pasirlaja,-6.566049,107.754119
Mhs Motor,Jl Cisalak No. 4,-6.915252,107.582508
Bijaksana Motor,KP. KAWUNGLUWUK RT 004/002,-6.74647,107.80134
Safena Motor,JL. RAYA CINANGSI KP. CITEUREUP,-6.55969,107.7886
PT Dansen Putra Mandiri,JL. ARIF RAHMAN HAKIM KOMPLEK KAI BLOK A NO 07,-6.30003,107.29341
Bintang Timur Motor,Jl. Pelajar Pejuang 45 108A-B,-6.902318,107.566271
Bagja Motor,"Krajan Gebnag Jaya, RT 002/001",-6.327478,107.300073
Kemenangan Motor,JL. SYECH QURO SUKAHATI JOHOR UTARA,-6.306978,107.321638
Nh Motor,JL. SYEH QURO NO. 17 RT 001/011,-6.30769,107.3215
Purwakarta Jaya Motor,Jl. Purwakarta 18,-6.888749,107.59517
Pelumas Asli Motor,DUSUN CIKANGKUNG BARAT I RT 002/001,-6.45826,107.51633
Mega Jaya Motor,Jl. Raya Rengasdengklok 63,-6.156252,107.299852
Sinar Motor,Jl. Dewi Sartika 16,-6.526816,106.777169
Eko Motor,DUSUN BATUJAYA RT 005/002,-6.07214,107.17048
Duta Motor,Jl. Pasar Talang 187/158,-6.718207,108.569499
Ling-ling Motor,Jl. Raya Teluk Jambe 99,-6.329851,107.311943
Cemara,KP. CIREJAG,-6.33843,107.38736
Mulya Motor,Jl. Raya Kosambi - Curug,-6.371944,107.368437
Lili Motor,"JL. IR.H. JUANDA NO 28, RT 002/005",-6.327427,107.300088
Purnama Motor,Jl. Ir. H. Juanda,-6.327483,107.300084
Maja Motor,Jl. Syech Quro 4,-6.156273,107.299859
King Motor,Jl. Ir H. Juanda,-6.323919,107.274271
Merak Motor,Jl. Ir. H. Juanda 83 RT 05/02,-6.411675,107.464223
Sejahtera Karya Yudha,JL. IR. H. JUANDA NO. 7 RT 05/05,-6.30614,107.32121
Kicky Motor,Jl. Otto Iskandardinatata 9,-6.923331,106.933887
King Motor,Jl. Otto Iskandardinata 14,-6.923468,106.933873
Sutanto Motor,Jl. Raya Sukamiskin 161,-6.904751,107.677316
Ferdi Motor,Kp. Pos Citayam 45,-6.449628,106.802343
Samaritan Motor,Jl. Ahamd Yani 8,-6.92159,106.923431
Damai Motor,Jl. Tipar Gede I 64,-6.925563,106.930105
Sugih Jaya,Jl. Gatot Subroto 387,-6.8575,107.519012
Asia Jaya Motor,Jl. Ir. H. Juanda 19,-6.935799,106.935722
Harapan Motor,JL. SILIWANGI NO 88. RT 001/003,-6.935754,106.935729
Titanium Mega Abadi,JL. DEWI SARTIKA NO. 7A,-6.823933,107.141563
Medan Motor,Jl. H.O.S Cokroaminoto 2,-6.812941,107.148898
Utama Motor,Jl. H.O.S Cokroaminoto 106,-6.816665,107.14353
Segitiga Motor,Jl. Dr. Muwardi 187,-6.813879,107.131639
Bima Motor,Jl. Cikawao 47,-6.857489,107.518991
Daya Motor,Jl. Raya Ciranjang 78,-6.934499,106.934865
Family Motor,KP. SINAGAR RT 002/001,-6.85949,106.80164
Global Motor,KP. JAMBAN RT 001/015,-6.98849,106.54997
Dua Sayap,Jl. Cijerah 17-A,-6.916801,107.558897
Rl Berkah,KP. NAGRAK RT 001/004,-6.89573,106.46481
New Sakura,Jl. Yos Sudarso 20,-6.24739,106.97655
Abc Motor,Jl. Ciledug 108,-7.220385,107.905122
Gs Motor,JL. GUNTUR MELATI NO. 15 RT 03 RW 09,-7.194145,107.89889
Waluya Motor,"JL. MERDEKA NO.144, RT 004/005",-7.199985,107.902789
Cv Arden,JL. MERDEKA NO.116 RT 003/017,-7.1997,107.90303
Alif Mas Motor,Jl. K.H. Hasan Arif,-6.908869,107.528726
Salman Jaya Motor,JL. RAYA PASAR BARU KADUNGORA NO. 125 RT 01/01,-7.08286,107.898
Jaya Laksana Motor,Jl. Veteran 1,-6.5408,107.443636
Gajah Motor,Jl. Tentara Pelajar 52,-6.71515,108.554378
Sami Jaya Motor,Jl. Raya Tengah 11,-6.852804,107.924031
Malangbong Motor,KP CIJANUR SUKAMANAH MALANGBONG KAB GARUT,-7.087083,107.894603
Mukti Motor,Jl. Raya Malangbong No. 14,-6.894527,107.595758
Harapan Motor,KP KURNIA RT 002 RW 001,-6.894592,107.59577
Gading Motor,KP. CIBINGBIN RT 003 RW 002,-6.893119,107.539114
Bagja Putra Motor,"JL. MERDEKA BARAT NO.52A, RT 005/002",-6.906698,108.740114
Ls Motor,Jl. Pulasaren No. 16 RT 04/01,-6.715824,108.559187
Sujabar Motor,Jl. Arif Rahman Hakim 62,-6.389036,106.818233
Usaha Bersama Jaya,Jl. Pagongan 51,-6.708083,108.536855
Bintang Sakti Barat,JL. PAGONGAN NO.88,-6.724507,108.547772
Bagus Motor,Jl. Sukalila Selatan 4,-6.714946,108.55499
Toko Mandiri Utama,"Jl. Brigjen Darsono By Pass No. 1, RT 005/003",-6.512351,108.487771
Jaya Putra Motor,JL. GUNUNG MERBABU NO. 222 RT 002/004,-6.75254,108.56098
Tunas Baru Motor,Jl. Mayor Oking Jayaatmaja 43,-6.467746,106.858297
Rizka Motor,"Jl. Kanggraksan Utara No. 144, RT 006/001",-6.709682,108.533333
Cahaya Restu,Jl. Raya Jakarta Bogor Km. 45,-6.481975,106.843002
Maju Motor,Jl. Raya Tengah Tani 2,-7.346629,108.518891
Indo Motor,Jl. Tuparev 50B,-6.710705,108.540372
Kembar Bina Karya,Taman Kapuk Permai Blok B No. 8,-6.705621,108.457171
Rio Motor,Jl. Raya Plered 125,-6.705462,108.506448
Riza Motor,Jl. Raya Batembat 5,-6.707556,108.517562
Ud Pande,Jl. Nyi Mas Endang Geulis Blok Siglodogan,-6.686482,108.447852
Damai Jaya Motor,"Blok Klangenan, RT 003/002",-6.710845,108.440823
Anjaya Motora,JL. RAYA OTISTA RT 020/006,-6.70742,108.44903
Arra Jaya Utama,BLOK DALEM RT 003/002,-6.66221,108.49134
Merdeka Motor,Jl. Raya Otista 59 A,-6.708069,108.446707
Berkah Jaya Motor Makmur,JL. FATAHILLAH NO. 89 RT 008/002,-6.71852,108.50193
Merdeka Motor,JL. KI HAJAR DEWANTORO BLOK V RT 001/001,-6.76063,108.192233
Theda Motor,Jl. Raya Timur 1,-6.765377,108.171334
Berlian Motor,DUSUN MANIS RT 002/002,-6.82405,108.55988
Makmur Motor,Jl. Tentara Pelajar 20,-6.715859,108.55576
Idi Motor,Jl. Raya Karang Tengah,-6.862051,108.586748
Cahaya Motor,"JL. KI BLEDUG JAYA, RT 004/003",-6.709685,108.533328
Aneka Ria Motor,JL. MERDEKA TIMUR NO. 1 DUSUN PON RT 001/001,-6.834227,108.932533
Abadi Motor,Jl. Merdeka Barat 33,-6.906366,108.745358
Acc Motor,Jl. Arief Rahman Hakim 54,-6.388931,106.816723
Aneka Ria Motor Ii,Jl. Merdeka Utara 08 Dusun Manis,-6.733561,108.577891
168 Borneo Motor,Jl. Kasuari Raya Blok A.15,-6.409648,106.961327
Viva Motor,Jl. Raya Patrol No. 17,-6.314175,107.993006
Rifki Motor,Jl. Raya Pasar Sukra 13,-6.305463,107.933919
Teja Motor,BLOK ILIR SELATAN RT 013/003,-6.384136,108.103492
Gabus Sempurna (gs) Motor,Blok Gabus Wetan,-6.455072,107.943197
Buyut Tambi,"Blok Buyut, RT 02/01",-6.476575,108.336831
Wahana,JL PANGERAN SUGIH NO 60 RT 02 RW 07,-6.82812,107.91521
Garuda Motor,Jl. Prabu Geusan Ulun 202,-6.894486,107.59576
A Dedi Djaya Motor,DUSUN CINUNUK RT 001/004,-6.83778,107.89367
Sanjaya Motor,JL. MAYOR ABDURAHMAN RT 01/10,-6.83701,107.92777
Alfa Motor,JL. TAMPOMAS NO. 59 RT 002/005,-6.84574,107.92515
Alfa Motor,Jl. Tampomas 59,-6.894448,107.595764
Ad Motor,Jl. Mayor Abdul Rahman 72,-6.843054,107.925062
Arvin Motor,Jl. Tampomas,-6.894563,107.595779
Nusa Indah Motor,Jl. Raya Mekar Sari 34,-6.254888,107.058373
Maya Dewi,Jl. Raya Cimalaka,-6.835767,107.930389
Teddy Motor,DUSUN GENTRAMANAH RT 002/002,-6.93201,107.77686
Setiawan Motor,Jl. Kopo Margahayu 427,-6.975783,107.564021
Om Motor,Jl. Raya Wado Dusun Wado Girang RT 04/03,-6.947143,108.092202
Prima Motor,Jl. Sudirman 32C,-6.549136,107.443588
Jaya Motor,Jl. Ketapang 4,-6.921816,107.619579
Helmi Hendra Motor Dealer Resmi Sepeda Motor Honda,JL. RAYA CIKIJANG BLOK CIMUKTI RT.001/RW.001,-7.01426,108.36285
Cahaya Motor,JL. SILIWANGI NO. 77,-6.978319,108.478167
Lancar Motor,Jl. Siliwangi 61,-6.978301,108.481407
Mullia Motor Abadi,JL. SILIWANGI NO. 66 RT 002/001,-6.97424,108.485304
Wahana Motor,Jl. Kedung Halang 17A,-6.566211,106.809858
Hds Motor,"JL. RE, MARTADINATA NO 25.",-6.970668,108.510404
Dziki Motor,Jl Raya Banjaran Sari,-7.005969,108.339801
Kramat Motor,Jl. Kramat Mulya Kuningan 98,-6.931289,108.4873
Indah Bersama Motorindo,JL. RAYA JALAKSANA NO. 219,-6.92921,108.48668
Indah Motor,Jl. Raya Jalaksana 219,-6.929415,108.48653
Wijaya Motor,Jl. Raya Cilimus 65,-6.871048,108.497207
Nurcholis Motor,Jl. Cikutra No. 232,-6.895363,107.642948
Samudera Motor,Jl. Raya Kadugede RT 001/001,-6.732718,108.428903
Linda Motor,Dusun Sukaresmi RT 07/02,-7.079166,108.626225
Utama Motor,Jl. Suniaraja 84,-6.915848,107.6044
Elim Motor,Jl. Sutisna Sanjaya 79,-7.328006,108.228884
Juara Motor,Jl. Sutisna Senjaya 127,-7.326585,108.227505
Sinar Motor,JL SELAKASO NO 119B RT 003 RW 004,-6.893471,107.539399
Sinar Kasih Motor,Jl. Selakaso 49,-6.96735,107.674394
Anugerah Motor,Jl. Selakaso 27,-6.96735,107.674394
Puraga Motor,JL. IR. H. JUANDA KM. 3,-7.32517,108.19864
Gaya Baru Motor,Jl. Pasirkoja 3,-6.927151,107.603282
Serba Ada Motor,JL. CIHIDEUNG BALONG NO. 57 RT 002/009,-7.332,108.2167
Aries Motor,Jl. H. Z. Mustofa 265,-6.967342,107.674395
King's Motor,Jl. Nagarawangi 7,-7.357463,108.107184
Gema Motor,Jl. Nagarawangi 17,-6.967346,107.674394
Daya Motor,Jl. Nagarawangi 15,-7.333699,108.217671
Agung Motor,Jl. H.Z. Mustofa 369,-6.967359,107.674395
Maju Jaya Motor,Jl. R.E. Martadinata 102,-7.372481,108.212697
Irian,JL. LETJEND IBRAHIM ADJIE NO. R.1 A RT 001/005,-7.29916,108.20159
Sinar Surya,Jl. A. Yani 693,-6.954606,106.751398
Harnet Motor,Jl. Raya Ciawi 74,-7.266787,108.186506
Adara Gemilang Motor,JL. PELITA I KP. CIRUNGKANG,-7.15323,108.15019
Jadi Perkasa Motor,Jl. Raya Timur Ciawi,-7.158264,108.147701
Jamanis Motor,Jl. Raya Jamanis,-7.190653,108.183612
Jaya Motor,Jl. Perintis Kemerdekaan 44,-6.967343,107.6744
Wins Motor,Jl. Perintis Kemerdekaan 42,-6.967363,107.674395
Indah Motor,Jl. Raya Timur 137,-6.967348,107.674395
Rejeki Motor,Jl. Pelita I - Ciawi,-6.967355,107.674399
Hr Motor,"JL.MR. IWA KUSUMA SOEMANTRI 21, RT 005/021",-7.332209,108.360259
Jeevan Motor,JL. MR. IWA KUSUMASOEMANTRI,-7.33052,108.36359
Sa Hidayah Motor,JL. RAYA KAWALI NO. 160/273 RT 004/005,-7.18831,108.37266
Dua Saudara Top,"JL. TENTARA PELAJAR NO 16, RT 018/006",-7.308966,108.263962
Abadi Motor,Jl. Pegadaian 72,-7.370204,108.543765
King Motor,Jl. Kantor Pos 46,-7.372952,108.542802
Cahaya Motor,Jl. Brigjend. M. Isa 220,-6.707035,108.537514
King Motor,Jl. Pagarsih 200,-7.094483,107.474973
Jaya Variasi,"DUSUN BANJARSARI, RT 009/003",-7.187932,108.373114
Halte Motor,JL. RAYA BANJARSARI,-6.732718,108.428903
Roma Motor,Jl. DI Panjaitan 210,-6.466431,108.290737
Jakarta Motor,Jl. Merdeka 200,-7.68083,108.645869
Asia Motor,Jl. A. Yani 216,-6.888727,107.595166
Putra Motor,Jl. Pangeran Cakrabuana 10,-6.750501,108.523336
Aman Motor,Jl. Raya Merdeka Utara 184,-6.900841,108.749397
Ape Motor,Jl. Raya Parung - Bogor,-6.437779,106.734014
Halla Jaya,Jl. Raya Pagaden - Sembung 48,-6.323964,107.274141
Kurnia Motor,Jl. Raya Kalijati Timur 117,-6.526822,107.681096
